,meter_reading,primary_use,square_feet,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
147,138.74256352459017,Office,82548,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
148,200.93841041666667,Office,174601,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
149,123.44358296903462,Office,81881,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
151,49.98254781420765,Office,30495,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
152,12.979610555682076,Office,10301,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
153,20.11797599043716,Office,16092,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
154,242.93861577868853,Office,34455,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
155,81.9976044057377,Office,51688,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
156,142.57726972560627,Public services,43681,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
157,88.37647500853922,Office,5258,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
158,17.923047933507913,Office,10135,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
159,15.145339108628749,Education,9788,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
160,12.175003484320555,Entertainment/public assembly,15786,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
161,11.001856996470456,Education,11329,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
162,108.59667197996129,Education,98829,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
163,107.2488625754298,Education,72102,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
164,32.60007220630373,Warehouse/storage,12908,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
165,18.00791409614713,Warehouse/storage,3877,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
166,393.141451667995,Lodging/residential,553210,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
167,81.14122623249459,Lodging/residential,86323,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
170,65.29725501367365,Retail,45224,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
171,51.59870908883568,Office,131797,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
172,123.76321452971987,Office,121440,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
173,126.90862885776107,Education,90903,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
174,168.12790684432295,Education,90900,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
175,131.78964928262354,Education,111635,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
176,58.38904246840488,Education,62238,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
177,358.30671625544267,Entertainment/public assembly,167066,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
178,24.316507520510484,Office,23392,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
179,58.63719849675436,Food sales and service,24867,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
180,21.73930634990468,Education,24586,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
181,201.92461897710444,Education,148829,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
182,1.892396368414765,Entertainment/public assembly,1022,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
183,219.66841134267167,Education,132518,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
184,39.26644004099761,Education,34171,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
185,96.37038067016184,Education,84300,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
186,1.689476439790576,Religious worship,1629,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
187,22.25043735763098,Education,44203,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
188,19.82255421686747,Office,23549,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
189,11.010105946684895,Education,7481,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
190,123.91243280182232,Education,137040,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
191,62.74990409356726,Education,78268,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
193,7.658370345063204,Office,6203,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
194,124.26243138594693,Office,155682,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
195,8.850025054094068,Office,9703,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
196,51.701814451789375,Entertainment/public assembly,40531,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
197,109.10840337091447,Public services,102856,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
198,146.44027806267806,Office,163959,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
199,94.88234301994302,Parking,405083,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
200,155.06250256410257,Entertainment/public assembly,143093,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
202,200.2064343468853,Lodging/residential,74682,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
203,346.2305762441635,Lodging/residential,63348,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
204,28.667060699236988,Lodging/residential,30949,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
205,86.20655164559845,Lodging/residential,60086,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
206,185.2679017551858,Public services,345837,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
207,120.3050193754274,Public services,99700,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
208,43.81627787307033,Healthcare,36904,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
210,193.37297118779185,Education,71248,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
211,195.00293930076305,Education,48411,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
213,188.74941122878943,Education,49662,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
214,129.35942090234153,Education,91273,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
215,30.4873852636374,Lodging/residential,36406,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
216,149.56751878843087,Education,137065,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
217,265.7271418811205,Education,282946,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
218,56.8244102213096,Public services,16411,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
219,184.0831133903134,Education,96124,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
220,269.6193622594238,Education,122592,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
222,13.24640628558415,Entertainment/public assembly,11935,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
225,121.41578443659566,Lodging/residential,216526,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
226,53.03251309496698,Office,74180,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
227,15.217703256661352,Entertainment/public assembly,17132,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
228,36.82409318751424,Lodging/residential,49108,24.963702380047145,2.083711629917856,3.901813688212928,0.1553249923710711,1011.4365629527948,153.62943023777478,2.8997945908935296
